201518100016_R04C01	201518100016_R05C01	201518100016_R08C01	201518100016_R07C01	201465920013_R04C01	201518100032_R03C01	201518100032_R01C01	201518100032_R04C01	201518100016_R02C01	201858500122_R05C01	201518100010_R08C01	201518100016_R06C01	201518100016_R01C01	201858500122_R06C01	201518100016_R03C01	probe
0.882995651011109	-0.8705659463312324	-0.5467711331717343	-1.8341657645423748	0.9807612720883084	0.8152527915881622	1.112341838405931	0.8902669632596537	-0.9825743240151437	-0.44324598911157187	1.0232098918280916	-0.8754623760193101	-0.7284043957520289	-0.5694088974501645	1.1457704182123067	428769
0.8664468116943688	-0.5455683713736296	-1.7365320849516155	-1.6529752335089576	1.4587545150083683	-0.41885354114126955	1.1160434321606336	-0.5588064324794471	0.3190783749217952	0.9146708361482372	-0.49417212204917194	-0.4091767822151099	-0.6376553916276451	0.9335043640003742	0.8452416254130702	623903
-0.7719533654588402	-0.48662075518207093	-0.7035706706769383	-0.8728190487346853	1.0114097237260615	1.135493852322979	1.0371491608676624	0.05102763796885013	-0.4427236052976344	-1.5090493574385617	1.0596694362909878	-1.5280138186629995	-0.22947215027575263	1.180431525346355	1.0690414352045883	513484
1.0526828588843524	-0.49162559362254404	-1.1987732004311429	-1.800644364281922	0.9118068868467573	-0.6642457464813637	0.7474478641546682	-0.8541074283942196	-0.5204083365437929	1.0350319718024679	1.2215069464083341	-0.6136624625195438	-0.6850566538795541	0.9263928872560228	0.9336543708014803	500496
0.9501530028340871	0.9260845140259482	-0.9191168674756346	-0.37587177143527817	1.0184754566956138	-1.4737115864040267	-1.5623881143052354	-0.3009834971244836	0.9363924025580304	-0.7062451210379215	1.0222618507791454	-1.0380506225518913	0.9295988377693274	-0.4012811870270219	0.9946827026993408	186710
1.1096080125258658	1.044711994249032	-0.6134266958245033	-1.4839079564536668	1.0823017979276253	-0.2557203623768951	-0.4652315565281524	0.9965184530101433	-0.26954502001448355	-1.9762040812978312	-0.1491686914742186	-0.6147895051456476	0.962803156646014	-0.4415445480516932	1.0735950028084111	196201
0.4785114516966921	-1.4553936581955504	-0.7417179368281257	-0.7324110592899771	1.8196482999217782	0.5220334278440478	0.828462594713246	0.9209585388336504	-0.9002681984526687	0.500680520138957	0.851564909903782	-0.9683619526553239	-0.7942614598351554	-1.1744160064029483	0.8449705286075957	597511
0.5257746032918009	0.8405838953537137	-1.1422123786293805	-0.8901749791631574	1.5895796344969115	1.3165136340920827	-0.8697066692885792	0.38680422585648794	0.560859594946286	-0.8772225609835276	-1.1395787068405878	0.4964263082350391	-0.9960480573358325	-0.9286576013485094	1.127059057317255	117272
0.22759644088000094	-0.658278529666638	0.3255703907699981	-1.1417611325034744	1.5332015833578438	0.28918012580774033	-0.9886595017998683	0.7776103945976449	1.426988418752948	-1.1908476158809516	1.437099642455808	-1.0401618521705143	-0.009792330672961836	-1.2007230157989943	0.21297698187142639	354359
0.9542575340553714	-1.5398840253186625	-0.3461888501813868	-0.33884967826560125	1.0186228300410165	1.1141992749030276	1.1945847333802053	-1.836007798489736	-0.3686441463427132	-0.5929017230476917	0.8861549892259788	-0.43130621837834904	-0.714054355859811	-0.1847818972389238	1.1847993315172727	618810
-1.8182513460981506	0.6945564545158777	0.9632164017869066	-0.503413445652387	0.9069523149945393	-0.9345841153305695	-0.6175935229063433	0.9115578402102307	-0.7203470996841648	0.7730378943193115	-1.0589626276350481	1.5045846517427133	-0.5443119865757351	1.0046142101537476	-0.5610556238409297	322459
0.766255252778079	0.9431650501507767	-1.886037450229096	-0.8717674740715744	1.275523556530209	0.9788137405929604	-0.4301589829149812	0.8143893209844181	0.94435380134575	-0.6108357169385343	-0.4742056660603727	-0.4961224531472882	-0.887866858981463	-1.092584985819896	1.027078865781014	288606
0.8570037641842796	0.9553637955121201	0.8809353883896922	1.1242590451955254	0.89716498405126	-0.4983554629232008	-0.9041794576752404	-2.0275016956965426	-0.6770166200031162	-0.3902774975632215	-0.7357527784827396	-1.0857962469829285	-0.33609191844020136	1.0204513533643642	0.9197933470699481	542703
0.5560803484042375	0.49172467848220003	-1.156753614571157	-0.6909810855167475	1.6317200956339397	1.458024771891652	-0.201266718635329	1.4084749689856502	0.4054582070588017	0.2208586325718154	-1.0613973106878334	0.15706874557539904	-1.0800807156206473	-1.035598419028629	-1.1033325845433615	18193
0.09135369473747346	-0.3422123359548775	-1.0987537648319419	-1.1835719913528369	0.19462574617801873	0.031853037579999105	0.5749036025410484	1.3468220435851685	0.8518334453037439	-1.2394751356336153	1.3506963741083737	-1.143995997567561	-1.1823918924227548	0.257014493464545	1.491298680265219	562156
1.157509624789493	1.1120959664569479	-0.10619865089436642	-1.309793700436052	1.2761818765911292	0.30696966304636547	1.083139849284506	-1.31183177909699	-1.5672194065261356	-0.8220334804945331	1.2495350783498749	-0.5007988932210925	-0.05229664128023081	-0.26383297262725924	-0.251426533941659	377750
0.9523928343349914	-0.2500356516872016	-1.8928940117565007	-0.73566484854215	1.1328206474338456	-0.6733017854717986	0.9353576345334614	-0.020569940610667675	-0.6121687637009372	1.097030664401372	-0.28309717466753564	-0.3244627579433898	-1.481638086810908	1.1511897105876256	1.005041529899792	202150
-0.10256243467230207	-0.14390293210287416	1.088607605642743	1.0768764100076442	-0.5654959238839796	-1.4467313501762655	-1.2880520167963136	1.0632087294477428	-0.6748473961155627	-0.1513907359885445	1.1203818021690928	-1.4427469876752452	1.0408414954969163	1.0592559172588192	-0.6334421826118707	87283
0.9302232185879278	-1.0941909021779126	-0.6990012966678372	-0.9223680658430566	0.6591053346530917	0.48534766251947165	0.8979327950901238	0.7073223583853001	0.8001790773742293	-1.2887054953624684	0.58754207225826	-0.8118032605019343	-0.7348261242527842	-1.2847281181876729	1.7679707441252612	553852
1.0619795356087471	-0.2616269005120211	1.0737840602918522	1.1779893669272496	1.013407020517345	-0.42997523742517124	-0.6558700429365079	-1.7910963216175884	-1.6845429869750994	-0.39980615385980384	-0.40133979614555465	-0.47401525288161644	1.0646878825265123	-0.21540134014567425	0.9218261666273296	540998
0.1094472728216323	1.1371137420103927	-0.15962850450340021	-1.52239489909589	1.389758185002026	-0.2290777464377078	0.1091606765711378	1.0671190282238492	-1.3078153451756922	1.1007716342141067	1.1867026409263361	-0.7644247592383376	-1.3778607047146743	-0.6254723687558719	-0.11339885184790754	260624
0.04728915900247316	0.21057559634136716	1.2219251889153542	-0.519980121582049	-1.4316982558243008	-0.18413457220015284	0.9923871020975891	-1.5784224381508662	1.0631693931970305	-1.5108858579434528	1.4126129549543391	-0.18876336416758902	-0.33583091914887225	1.0139135927559448	-0.2121574582468171	391740
-0.18058553885392156	-1.3657714438254311	1.3145706166684081	-0.2814738940684605	0.11779632532070974	0.26987974312712343	1.266322061974803	0.1693785952733198	-0.41969148537734835	-1.1027921362890674	-1.4374373858494844	1.2673765359915437	1.4604824340298586	0.09219836679813274	-1.170252794920189	411527
1.2006740991960705	-0.3704912894080028	-0.7987487131507152	-0.5301794905528002	0.22791708115580886	0.9681822558564734	1.0949541435868175	0.9200548717581131	-1.463197989207685	-0.25379528826869957	-1.7271556602104299	-0.3356546303234393	1.0476437552521691	-1.007066416856981	1.0268632711733026	548904
