"V1"	"sample"
0.307692307692308	"T1"
0.435897435897436	"T10"
2.48717948717949	"T11"
1.05128205128205	"T12"
1.33333333333333	"T13"
1.35897435897436	"T15"
1.12820512820513	"T16"
1.69230769230769	"T17"
0.282051282051282	"T2"
0.282051282051282	"T4"
0.179487179487179	"T5"
0.769230769230769	"T6"
0.641025641025641	"T7"
0.333333333333333	"T9"
